whole_1,whole_2
12.4,6.79617454680385
12.5,6.75269949747798
12.6,6.63741092466014
12.7,6.49181792546122
12.8,6.32502452989558
12.9,6.14383411104762
13,5.97508225782729
13.1,5.80653552905952
13.2,5.6371070224589
13.3,5.47074286246843
13.4,5.30737833844764
13.5,5.14727342707608
13.6,4.99046186627282
13.7,4.83602392865315
13.8,4.68403836112874
13.9,4.53494039632369
14,4.38887028753542
14.1,6.20785416970905
14.2,6.51394743911567
14.3,6.72162844017035
14.4,6.79617454680385
14.5,6.75269949747798
14.6,6.63741092466014
14.7,6.49181792546122
14.8,6.32502452989558
14.9,6.14383411104762
15,5.97508225782729
15.1,5.80653552905952
15.2,5.6371070224589
15.3,5.47074286246843
15.4,5.30737833844764
15.5,5.14727342707608
15.6,4.99046186627282
15.7,4.83602392865315
15.8,4.68403836112874
15.9,4.53494039632369
16,4.38887028753542
16.1,4.24573525140843
16.2,4.10562438389091
16.3,3.96847495326004
16.4,3.83417631088249
16.5,3.70277561560367
16.6,3.57414911502367
16.7,3.44826012944937
16.8,3.32505487742361
16.9,3.20446979277218
17,3.08646201954186
17.1,2.97100572690618
17.2,2.85804824264631
17.3,2.74754609218345
17.4,2.63950553226696
17.5,2.5338737404934
17.6,2.43061707287949
17.7,2.3297302609023
17.8,2.2311933998366
17.9,2.13497276778691
18,2.04105825959418
18.1,1.94946514358125
18.2,1.8601602735869
18.3,1.77312866639514
18.4,1.68841001208395
18.5,1.6059772454589
18.6,1.5258251612231
18.7,1.4480023043398
18.8,1.37251831953309
18.9,1.29935336395986
19,1.22850743762008
19.1,1.16000361381783
19.2,1.09407110540297
19.3,1.03055316894378
19.4,0.969449804440266
19.5,0.910761011892427
19.6,0.854618589290377
19.7,0.801073029603266
19.8,0.750036498554425
19.9,0.701508996143856
20,0.655490522371558
20.1,0.611704996025026
20.2,0.570325646832042
20.3,0.531354770357664
20.4,0.494792366601893
20.5,0.460455671445915
20.6,0.428091012072402
20.7,0.397816476184704
20.8,0.369531936665171
20.9,0.343043100159205
21,0.318326749897647
21.1,0.295298573812784
21.2,0.273879218818521
21.3,0.253982404959476
21.4,0.235520969838843
21.5,0.218362073146221
21.6,0.202429906884117
21.7,0.187630072198371
21.8,0.17391393517033
21.9,0.161181004739776
22,0.149345725280483
22.1,0.138348117223256
22.2,0.128112850159151
22.3,0.118581378735531
22.4,0.109725692056458
22.5,0.101497005797417
22.6,0.0938653473597898
22.7,0.0867871893424935
22.8,0.0802259163839322
22.9,0.0741461942200422
23,0.068510180231212
23.1,0.0632930196381334
23.2,0.0584574897219962
23.3,0.053980604004361
23.4,0.0498375771710043
23.5,0.0460016593880769
23.6,0.0424665480493771
23.7,0.0392049615346588
23.8,0.0361960116929222
23.9,0.0334188103731682
24,0.0308586406132407
24.1,0.0285063272849861
24.2,0.0263362758466281
24.3,0.0243300214097238
24.4,0.0224690990858304
24.5,0.0207579962712415
24.6,0.0191981362765371
24.7,0.0177596112484568
24.8,0.0164288785441796
24.9,0.0151923955208843
25,0.0140620053639828
25.1,0.0130325787556378
25.2,0.0120840277586545
25.3,0.0112069978140562
25.4,0.0103921343628663
25.5,0.00965228090779788
25.6,0.00897752783591722
25.7,0.00835638587535733
25.8,0.00778244012104493
25.9,0.00724927566790676
26,0.00676348062313975
26.1,0.00631728117662147
26.2,0.00590637492181047
26.3,0.00552790881701297
26.4,0.00517939236823569
26.5,0.00485842351096684
26.6,0.00456332896822733
26.7,0.00429266231663018
26.8,0.00404533727819755
26.9,0.0038205147290083
27,0.00361589937005447
27.1,0.00342985897782132
27.2,0.00326076086159974
27.3,0.00310697233068063
27.4,0.00296686069435489
27.5,0.00283879326191343
27.6,0.00272303673231811
27.7,0.00261816826568628
27.8,0.00252197863725971
27.9,0.00243303654432507
28,0.00234991068416903
28.1,0.00227116975407824
28.2,0.00220287943072506
28.3,0.00214179060819886
28.4,0.00208576047181409
28.5,0.0020339885638662
28.6,0.00198567442665067
28.7,0.00194001760246294
28.8,0.00190036802097695
28.9,0.00186390142708333
29,0.00183001549400874
29.1,0.00179820725950003
29.2,0.00176797376130401
29.3,0.00173918638230801
29.4,0.00171443862579846
29.5,0.00169151044444503
29.6,0.0016701504708417
29.7,0.00165010733758245
29.8,0.00163112967726127
29.9,0.00161334950999719
30,0.00159755788733393
30.1,0.0015828683693065
30.2,0.00156914054436429
30.3,0.00155623400095668
30.4,0.00154400832753304
30.5,0.00153268309329399
30.6,0.00152251895956981
30.7,0.0015130849545901
30.8,0.00150430527113876
30.9,0.00149610410199972
31,0.00148840563995688
31.1,0.00148127149944138
31.2,0.00147469927122614
31.3,0.00146858268946654
31.4,0.00146288794536923
31.5,0.00145758509713007
31.6,0.00145264806993415
31.7,0.00144807098398854
31.8,0.00144383646928026
31.9,0.00143992954568957
32,0.00143634343892818
32.1,0.00143307558957852
32.2,0.00143012765309377
32.3,0.00142731113935345
32.4,0.00142468537950281
32.5,0.00142224605675072
32.6,0.00141997504374045
32.7,0.00141785514844986
32.8,0.00141587011419139
32.9,0.0014140046196121
33,0.00141224427869362
33.1,0.00141057564075217
33.2,0.00140898619043858
33.3,0.00140746434773827
33.4,0.00140607573523806
33.5,0.00140505560200616
33.6,0.00140415754851846
33.7,0.00140337521180151
33.8,0.00140270222888182
33.9,0.00140213223678595
34,0.00140165887254042
