whole_1,whole_2
23.1,3.08646201954186
23.2,2.97100572690618
23.3,2.85804824264631
23.4,2.74754609218345
23.5,2.63950553226696
23.6,2.5338737404934
23.7,2.43061707287949
23.8,2.3297302609023
23.9,2.2311933998366
24,2.13497276778691
24.1,2.04105825959418
24.2,1.94946514358125
24.3,1.8601602735869
24.4,1.77312866639514
24.5,1.68841001208395
24.6,1.6059772454589
24.7,1.5258251612231
24.8,1.4480023043398
24.9,1.37251831953309
25,1.29935336395986
25.1,1.22850743762008
25.2,1.16000361381783
25.3,1.09407110540297
25.4,1.03055316894378
25.5,0.969449804440266
25.6,0.910761011892427
25.7,0.854618589290377
25.8,0.801073029603266
25.9,0.750036498554425
26,0.701508996143856
26.1,0.655490522371558
26.2,0.611704996025026
26.3,0.570325646832042
26.4,0.531354770357664
26.5,0.494792366601893
26.6,0.460455671445915
26.7,0.428091012072402
26.8,0.397816476184704
26.9,0.369531936665171
27,0.343043100159205
27.1,0.318326749897647
27.2,0.295298573812784
27.3,0.273879218818521
27.4,0.253982404959476
27.5,0.235520969838843
27.6,0.218362073146221
27.7,0.202429906884117
27.8,0.187630072198371
27.9,0.17391393517033
28,0.161181004739776
28.1,0.149345725280483
28.2,0.138348117223256
28.3,0.128112850159151
28.4,0.118581378735531
28.5,0.109725692056458
28.6,0.101497005797417
28.7,0.0938653473597898
28.8,0.0867871893424935
28.9,0.0802259163839322
29,0.0741461942200422
29.1,0.068510180231212
29.2,0.0632930196381334
29.3,0.0584574897219962
29.4,0.053980604004361
29.5,0.0498375771710043
29.6,0.0460016593880769
29.7,0.0424665480493771
29.8,0.0392049615346588
29.9,0.0361960116929222
30,0.0334188103731682
30.1,0.0308586406132407
30.2,0.0285063272849861
30.3,0.0263362758466281
30.4,0.0243300214097238
30.5,0.0224690990858304
30.6,0.0207579962712415
30.7,0.0191981362765371
30.8,0.0177596112484568
30.9,0.0164288785441796
31,0.0151923955208843
31.1,0.0140620053639828
31.2,0.0130325787556378
31.3,0.0120840277586545
31.4,0.0112069978140562
31.5,0.0103921343628663
31.6,0.00965228090779788
31.7,0.00897752783591722
31.8,0.00835638587535733
31.9,0.00778244012104493
32,0.00724927566790676
32.1,0.00676348062313975
32.2,0.00631728117662147
32.3,0.00590637492181047
32.4,0.00552790881701297
32.5,0.00517939236823569
32.6,0.00485842351096684
32.7,0.00456332896822733
32.8,0.00429266231663018
32.9,0.00404533727819755
33,0.0038205147290083
33.1,0.00361589937005447
33.2,0.00342985897782132
33.3,0.00326076086159974
33.4,0.00310697233068063
33.5,0.00296686069435489
33.6,0.00283879326191343
33.7,0.00272303673231811
33.8,0.00261816826568628
33.9,0.00252197863725971
34,0.00243303654432507
34.1,0.00234991068416903
34.2,0.00227116975407824
34.3,0.00220287943072506
34.4,0.00214179060819886
34.5,0.00208576047181409
34.6,0.0020339885638662
34.7,0.00198567442665067
34.8,0.00194001760246294
34.9,0.00190036802097695
35,0.00186390142708333
35.1,0.00183001549400874
35.2,0.00179820725950003
35.3,0.00176797376130401
35.4,0.00173918638230801
35.5,0.00171443862579846
35.6,0.00169151044444503
35.7,0.0016701504708417
35.8,0.00165010733758245
35.9,0.00163112967726127
36,0.00161334950999719
36.1,0.00159755788733393
36.2,0.0015828683693065
36.3,0.00156914054436429
36.4,0.00155623400095668
36.5,0.00154400832753304
36.6,0.00153268309329399
36.7,0.00152251895956981
36.8,0.0015130849545901
36.9,0.00150430527113876
37,0.00149610410199972
37.1,0.00148840563995688
37.2,0.00148127149944138
37.3,0.00147469927122614
37.4,0.00146858268946654
37.5,0.00146288794536923
37.6,0.00145758509713007
37.7,0.00145264806993415
37.8,0.00144807098398854
37.9,0.00144383646928026
38,0.00143992954568957
38.1,0.00143634343892818
38.2,0.00143307558957852
38.3,0.00143012765309377
38.4,0.00142731113935345
38.5,0.00142468537950281
38.6,0.00142224605675072
38.7,0.00141997504374045
38.8,0.00141785514844986
38.9,0.00141587011419139
39,0.0014140046196121
39.1,0.00141224427869362
39.2,0.00141057564075217
39.3,0.00140898619043858
39.4,0.00140746434773827
39.5,0.00140607573523806
39.6,0.00140505560200616
39.7,0.00140415754851846
39.8,0.00140337521180151
39.9,0.00140270222888182
40,0.00140213223678595
40.1,0.00140165887254042
40,0.01
40.1,0.685658780057439
40.2,6.20785416970905
40.3,6.51394743911567
40.4,6.72162844017035
40.5,6.79617454680385
40.6,6.75269949747798
40.7,6.63741092466014
40.8,6.49181792546122
40.9,6.32502452989558
41,6.14383411104762
41.1,5.97508225782729
41.2,5.80653552905952
41.3,5.6371070224589
41.4,5.47074286246843
41.5,5.30737833844764
41.6,5.14727342707608
41.7,4.99046186627282
41.8,4.83602392865315
41.9,4.68403836112874
42,4.53494039632369
42.1,4.38887028753542
42.2,4.24573525140843
42.3,4.10562438389091
42.4,3.96847495326004
42.5,3.83417631088249
42.6,3.70277561560367
42.7,3.57414911502367
42.8,3.44826012944937
42.9,3.32505487742361
43,3.20446979277218
43.1,3.08646201954186
43.2,2.97100572690618
43.3,2.85804824264631
43.4,2.74754609218345
43.5,2.63950553226696
43.6,2.5338737404934
43.7,2.43061707287949
43.8,2.3297302609023
43.9,2.2311933998366
44,2.13497276778691
44.1,2.04105825959418
44.2,1.94946514358125
44.3,1.8601602735869
44.4,1.77312866639514
44.5,1.68841001208395
44.6,1.6059772454589
44.7,1.5258251612231
44.8,1.4480023043398
44.9,1.37251831953309
45,1.29935336395986
45.1,1.22850743762008
45.2,1.16000361381783
45.3,1.09407110540297
45.4,1.03055316894378
45.5,0.969449804440266
45.6,0.910761011892427
45.7,0.854618589290377
45.8,0.801073029603266
45.9,0.750036498554425
46,0.701508996143856
46.1,0.655490522371558
46.2,0.611704996025026
46.3,0.570325646832042
46.4,0.531354770357664
46.5,0.494792366601893
46.6,0.460455671445915
46.7,0.428091012072402
46.8,0.397816476184704
46.9,0.369531936665171
47,0.343043100159205
47.1,0.318326749897647
47.2,0.295298573812784
47.3,0.273879218818521
47.4,0.253982404959476
47.5,0.235520969838843
47.6,0.218362073146221
47.7,0.202429906884117
47.8,0.187630072198371
47.9,0.17391393517033
48,0.161181004739776
48.1,0.149345725280483
48.2,0.138348117223256
48.3,0.128112850159151
48.4,0.118581378735531
48.5,0.109725692056458
48.6,0.101497005797417
48.7,0.0938653473597898
48.8,0.0867871893424935
48.9,0.0802259163839322
49,0.0741461942200422
49.1,0.068510180231212
49.2,0.0632930196381334
49.3,0.0584574897219962
49.4,0.053980604004361
49.5,0.0498375771710043
49.6,0.0460016593880769
49.7,0.0424665480493771
49.8,0.0392049615346588
49.9,0.0361960116929222
50,0.0334188103731682
50.1,0.0308586406132407
50.2,0.0285063272849861
50.3,0.0263362758466281
50.4,0.0243300214097238
50.5,0.0224690990858304
50.6,0.0207579962712415
50.7,0.0191981362765371
50.8,0.0177596112484568
50.9,0.0164288785441796
51,0.0151923955208843
51.1,0.0140620053639828
51.2,0.0130325787556378
51.3,0.0120840277586545
51.4,0.0112069978140562
51.5,0.0103921343628663
51.6,0.00965228090779788
51.7,0.00897752783591722
51.8,0.00835638587535733
51.9,0.00778244012104493
52,0.00724927566790676
52.1,0.00676348062313975
52.2,0.00631728117662147
52.3,0.00590637492181047
52.4,0.00552790881701297
52.5,0.00517939236823569
52.6,0.00485842351096684
52.7,0.00456332896822733
52.8,0.00429266231663018
52.9,0.00404533727819755
53,0.0038205147290083
53.1,0.00361589937005447
53.2,0.00342985897782132
53.3,0.00326076086159974
53.4,0.00310697233068063
53.5,0.00296686069435489
53.6,0.00283879326191343
53.7,0.00272303673231811
53.8,0.00261816826568628
53.9,0.00252197863725971
54,0.00243303654432507
54.1,0.00234991068416903
54.2,0.00227116975407824
54.3,0.00220287943072506
54.4,0.00214179060819886
54.5,0.00208576047181409
54.6,0.0020339885638662
54.7,0.00198567442665067
54.8,0.00194001760246294
54.9,0.00190036802097695
55,0.00186390142708333
55.1,0.00183001549400874
55.2,0.00179820725950003
55.3,0.00176797376130401
55.4,0.00173918638230801
55.5,0.00171443862579846
55.6,0.00169151044444503
55.7,0.0016701504708417
55.8,0.00165010733758245
55.9,0.00163112967726127
56,0.00161334950999719
56.1,0.00159755788733393
56.2,0.0015828683693065
56.3,0.00156914054436429
56.4,0.00155623400095668
56.5,0.00154400832753304
56.6,0.00153268309329399
56.7,0.00152251895956981
56.8,0.0015130849545901
56.9,0.00150430527113876
57,0.00149610410199972
57.1,0.00148840563995688
57.2,0.00148127149944138
57.3,0.00147469927122614
57.4,0.00146858268946654
57.5,0.00146288794536923
57.6,0.00145758509713007
57.7,0.00145264806993415
57.8,0.00144807098398854
57.9,0.00144383646928026
58,0.00143992954568957
58.1,0.00143634343892818
58.2,0.00143307558957852
58.3,0.00143012765309377
58.4,0.00142731113935345
58.5,0.00142468537950281
58.6,0.00142224605675072
58.7,0.00141997504374045
58.8,0.00141785514844986
58.9,0.00141587011419139
59,0.0014140046196121
59.1,0.00141224427869362
59.2,0.00141057564075217
59.3,0.00140898619043858
59.4,0.00140746434773827
59.5,0.00140607573523806
59.6,0.00140505560200616
59.7,0.00140415754851846
59.8,0.00140337521180151
59.9,0.00140270222888182
60,0.00140213223678595
60.1,0.00140165887254042
60,0.01
60.1,0.685658780057439
60.2,6.20785416970905
60.3,6.51394743911567
60.4,6.72162844017035
60.5,6.79617454680385
60.6,6.75269949747798
60.7,6.63741092466014
60.8,6.49181792546122
60.9,6.32502452989558
61,6.14383411104762
61.1,5.97508225782729
61.2,5.80653552905952
61.3,5.6371070224589
61.4,5.47074286246843
61.5,5.30737833844764
61.6,5.14727342707608
61.7,4.99046186627282
61.8,4.83602392865315
61.9,4.68403836112874
62,4.53494039632369
62.1,4.38887028753542
62.2,4.24573525140843
62.3,4.10562438389091
62.4,3.96847495326004
62.5,3.83417631088249
62.6,3.70277561560367
62.7,3.57414911502367
62.8,3.44826012944937
62.9,3.32505487742361
63,3.20446979277218
63.1,3.08646201954186
63.2,2.97100572690618
63.3,2.85804824264631
63.4,2.74754609218345
63.5,2.63950553226696
63.6,2.5338737404934
63.7,2.43061707287949
63.8,2.3297302609023
63.9,2.2311933998366
64,2.13497276778691
64.1,2.04105825959418
64.2,1.94946514358125
64.3,1.8601602735869
64.4,1.77312866639514
64.5,1.68841001208395
64.6,1.6059772454589
64.7,1.5258251612231
64.8,1.4480023043398
64.9,1.37251831953309
65,1.29935336395986
65.1,1.22850743762008
65.2,1.16000361381783
65.3,1.09407110540297
65.4,1.03055316894378
65.5,0.969449804440266
65.6,0.910761011892427
65.7,0.854618589290377
65.8,0.801073029603266
65.9,0.750036498554425
66,0.701508996143856
66.1,0.655490522371558
66.2,0.611704996025026
66.3,0.570325646832042
66.4,0.531354770357664
66.5,0.494792366601893
66.6,0.460455671445915
66.7,0.428091012072402
66.8,0.397816476184704
66.9,0.369531936665171
67,0.343043100159205
67.1,0.318326749897647
67.2,0.295298573812784
67.3,0.273879218818521
67.4,0.253982404959476
67.5,0.235520969838843
67.6,0.218362073146221
67.7,0.202429906884117
67.8,0.187630072198371
67.9,0.17391393517033
68,0.161181004739776
68.1,0.149345725280483
68.2,0.138348117223256
68.3,0.128112850159151
68.4,0.118581378735531
68.5,0.109725692056458
68.6,0.101497005797417
68.7,0.0938653473597898
68.8,0.0867871893424935
68.9,0.0802259163839322
69,0.0741461942200422
69.1,0.068510180231212
69.2,0.0632930196381334
69.3,0.0584574897219962
69.4,0.053980604004361
69.5,0.0498375771710043
69.6,0.0460016593880769
69.7,0.0424665480493771
69.8,0.0392049615346588
69.9,0.0361960116929222
70,0.0334188103731682
70.1,0.0308586406132407
70.2,0.0285063272849861
70.3,0.0263362758466281
70.4,0.0243300214097238
70.5,0.0224690990858304
70.6,0.0207579962712415
70.7,0.0191981362765371
70.8,0.0177596112484568
70.9,0.0164288785441796
71,0.0151923955208843
71.1,0.0140620053639828
71.2,0.0130325787556378
71.3,0.0120840277586545
71.4,0.0112069978140562
71.5,0.0103921343628663
71.6,0.00965228090779788
71.7,0.00897752783591722
71.8,0.00835638587535733
71.9,0.00778244012104493
72,0.00724927566790676
72.1,0.00676348062313975
72.2,0.00631728117662147
72.3,0.00590637492181047
72.4,0.00552790881701297
72.5,0.00517939236823569
72.6,0.00485842351096684
72.7,0.00456332896822733
72.8,0.00429266231663018
72.9,0.00404533727819755
73,0.0038205147290083
73.1,0.00361589937005447
73.2,0.00342985897782132
73.3,0.00326076086159974
73.4,0.00310697233068063
73.5,0.00296686069435489
73.6,0.00283879326191343
73.7,0.00272303673231811
73.8,0.00261816826568628
73.9,0.00252197863725971
74,0.00243303654432507
74.1,0.00234991068416903
74.2,0.00227116975407824
74.3,0.00220287943072506
74.4,0.00214179060819886
74.5,0.00208576047181409
74.6,0.0020339885638662
74.7,0.00198567442665067
74.8,0.00194001760246294
74.9,0.00190036802097695
75,0.00186390142708333
75.1,0.00183001549400874
75.2,0.00179820725950003
75.3,0.00176797376130401
75.4,0.00173918638230801
75.5,0.00171443862579846
75.6,0.00169151044444503
75.7,0.0016701504708417
75.8,0.00165010733758245
75.9,0.00163112967726127
76,0.00161334950999719
76.1,0.00159755788733393
76.2,0.0015828683693065
76.3,0.00156914054436429
76.4,0.00155623400095668
76.5,0.00154400832753304
76.6,0.00153268309329399
76.7,0.00152251895956981
76.8,0.0015130849545901
76.9,0.00150430527113876
77,0.00149610410199972
77.1,0.00148840563995688
77.2,0.00148127149944138
77.3,0.00147469927122614
77.4,0.00146858268946654
77.5,0.00146288794536923
77.6,0.00145758509713007
77.7,0.00145264806993415
77.8,0.00144807098398854
77.9,0.00144383646928026
78,0.00143992954568957
78.1,0.00143634343892818
78.2,0.00143307558957852
78.3,0.00143012765309377
78.4,0.00142731113935345
78.5,0.00142468537950281
78.6,0.00142224605675072
78.7,0.00141997504374045
78.8,0.00141785514844986
78.9,0.00141587011419139
79,0.0014140046196121
79.1,0.00141224427869362
79.2,0.00141057564075217
79.3,0.00140898619043858
79.4,0.00140746434773827
79.5,0.00140607573523806
79.6,0.00140505560200616
79.7,0.00140415754851846
79.8,0.00140337521180151
79.9,0.00140270222888182
80,0.00140213223678595
80.1,0.00140165887254042
